FID,TitleAr,TitleEn,BrandAR,BrandEN,CateguryAR,CateguryEN,min_price,max_price,price_spread,stores_count,price_rows,cheapest_price,cheapest_store_key,cheapest_store_name_ar,cheapest_store_name_en,cheapest_sid,cheapest_rid
1058,معكرونة - 450 غرام,Macaroni - 450G,العلالي,Al Alali,مكرونة,Pasta,5.75,6.5,0.75,4,4,5.75,3,عقيق (عادي),Aqiq (Regular),64,3
1059,معكرونة - 450 غرام,Macaroni - 450G,العلالي,Al Alali,مكرونة,Pasta,5.75,6.5,0.75,4,4,5.75,3,عقيق (عادي),Aqiq (Regular),64,3
1060,معكرونة أكواع - 450 غرام,Macaroni elbow - 450G,العلالي,Al Alali,مكرونة,Pasta,5.75,5.75,0.0,2,2,5.75,3,عقيق (عادي),Aqiq (Regular),64,3
1064,معكرونة - 500 غرام,Fusilli - 500G,باريلا,Barilla,مكرونة,Pasta,8.99,12.99,4.0,5,5,8.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1065,معكرونة شعر الملاك - 500 غرام,Angel hair N1 Pasta - 500G,باريلا,Barilla,مكرونة,Pasta,10.5,12.99,2.49,5,5,10.5,3,عقيق (عادي),Aqiq (Regular),64,3
1066,إسباجيتي رقم 3 - 500 غرام,Spaghetti N3 Pasta - 500G,باريلا,Barilla,مكرونة,Pasta,9.95,10.75,0.8000000000000007,3,3,9.95,3,عقيق (عادي),Aqiq (Regular),64,3
1067,معكرونة - 500 غرام,Collezione Conchiglie Rigate Pasta - 500G,باريلا,Barilla,مكرونة,Pasta,10.95,12.99,2.040000000000001,3,3,10.95,3,عقيق (عادي),Aqiq (Regular),64,3
1068,معكرونة - 450 غرام,Orzo Macaroni - 450G,قودي,Goody,مكرونة,Pasta,6.25,6.99,0.7400000000000002,2,2,6.25,1,الملقا V152,Al Malqa V152,20,1
1069,معكرونة - 450 غرام,Macaroni - 450G,قودي,Goody,مكرونة,Pasta,5.5,6.99,1.4900000000000002,3,3,5.5,4,النفل,An Nafal - Riyadh,4,4
1070,معكرونة - 450 غرام,Sedani Macaroni - 450G,قودي,Goody,مكرونة,Pasta,5.5,6.99,1.4900000000000002,3,3,5.5,4,النفل,An Nafal - Riyadh,4,4
1071,معكرونة - 450 غرام,Fusilli macaroni - 450G,قودي,Goody,مكرونة,Pasta,6.25,6.99,0.7400000000000002,2,2,6.25,1,الملقا V152,Al Malqa V152,20,1
1072,معكرونة - 450 غرام,Macaroni - 450G,قودي,Goody,مكرونة,Pasta,5.5,6.99,1.4900000000000002,3,3,5.5,4,النفل,An Nafal - Riyadh,4,4
1073,أسباجيتي - 450 غرام,Spaghetti - 450G,قودي,Goody,مكرونة,Pasta,5.5,6.99,1.4900000000000002,5,5,5.5,4,النفل,An Nafal - Riyadh,4,4
1074,مكرونة فيتوشيني سميكة وعريضة - 400 غرام,Flat And Thick Fettuccini Pasta - 400G,بيرفيتو,Perfetto,مكرونة,Pasta,6.75,7.0,0.25,4,4,6.75,1,الملقا V152,Al Malqa V152,20,1
1075,مكرونة إسباجيتي - 500 غرام,Spaghetti Pasta - 500G,بانزاني,Panzani,مكرونة,Pasta,7.25,10.99,3.74,2,2,7.25,4,النفل,An Nafal - Riyadh,4,4
1076,مكرونة - 500 غرام,Pasta - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,4.99,7.0,2.01,4,4,4.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1077,مكرونة - 500 غرام,Pasta - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,6.75,6.99,0.2400000000000002,4,4,6.75,1,الملقا V152,Al Malqa V152,20,1
1078,لازانيا - 500 غرام,Lasagna Pasta - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,13.5,16.99,3.4899999999999984,3,3,13.5,3,عقيق (عادي),Aqiq (Regular),64,3
1081,معكرونة نوسيسيولي #210 - 500 غرام,Nocciola Pasta #210 - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,4.99,6.99,2.0,4,4,4.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1082,معكرونة سيدانيني #212 - 500 غرام,Sedanini Pasta 212 - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,4.99,6.99,2.0,4,4,4.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1083,معكرونة ريجاتي #216 - 500 غرام,Fischioni Rigati Pasta #216 - 500G,بيرفيتو,Perfetto,مكرونة,Pasta,4.99,7.0,2.01,4,4,4.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1084,معكرونة شعر الملاك - 250 غرام,Vermicelli Pasta - 250G,بيرفيتو,Perfetto,مكرونة,Pasta,4.99,6.99,2.0,4,4,4.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1085,معكرونة لزانيا ايطالية - 454 غرام,Italian Lasagna - 454G,فرشلي,Freshly,مكرونة,Pasta,17.95,18.95,1.0,4,4,17.95,4,النفل,An Nafal - Riyadh,4,4
1087,زيت للأطفال -  300 مل,Baby Oil -  300 Ml,جونسون,Johnson's,العناية والإستحمام,Bath & Body Care,21.99,46.5,24.51,6,6,21.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1089,شامبو الأطفال - 750 مل,Baby Shampoo - 750 Ml,جونسون,Johnson's,العناية والإستحمام,Bath & Body Care,27.99,50.95,22.960000000000004,5,5,27.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1090,شامبو الأطفال - 500 مل,Baby Shampoo - 500 Ml,جونسون,Johnson's,العناية والإستحمام,Bath & Body Care,15.0,36.95,21.950000000000003,6,6,15.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1094,تونة تندرينا للساندوتشات -  185 غرام,Tenderina Sandwich Tuna -  185G,قودي,Goody,تونة,Tuna,8.95,10.5,1.5500000000000007,6,6,8.95,4,النفل,An Nafal - Riyadh,4,4
1095,تونة خفيفة بزيت دوار الشمس -  185 غرام,Light Meat Tuna in Sunflower Oil -  185G,قودي,Goody,تونة,Tuna,8.75,9.0,0.25,5,5,8.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1096,لايت سمك التونة مع زيت الزيتون - 2 × 160 غرام,Light Meat Tuna In Olive Oil -  2 × 160G,ريو ماري,Rio Mare,تونة,Tuna,37.5,43.5,6.0,4,4,37.5,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1098,سلطة الخضار مع التونة بالخلطة المكسيكية -  160 غرام,Salatuna Mexico Recipe -  160G,ريو ماري,Rio Mare,تونة,Tuna,18.0,21.99,3.9899999999999984,4,4,18.0,4,النفل,An Nafal - Riyadh,4,4
1099,سلطة الخضار مع التونة بخلطة الفاصوليا - 2×160 غرام,Salatuna Beans -  2×160G,ريو ماري,Rio Mare,تونة,Tuna,39.5,42.5,3.0,4,4,39.5,3,عقيق (عادي),Aqiq (Regular),64,3
1100,لحم تونة ابيض بزيت الرز و مملحة -  100 غرام,Geisha white Meat Tuna in Rice Oil & Salt Added -  100G,جيشا,Geisha,تونة,Tuna,12.5,14.95,2.4499999999999993,2,2,12.5,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1101,سلطة الخضار مع التونة بخلطة تكسانا - 2×160 غرام,Salatuna Texana Recipe -  2×160G,ريو ماري,Rio Mare,تونة,Tuna,36.5,42.5,6.0,4,4,36.5,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1102,تونة تندرينا للساندوتشات بالليمون والفلفل -  80 غرام,Tenderina Sandwich Tuna With Lemon & Pepper -  80G,قودي,Goody,تونة,Tuna,5.95,6.25,0.2999999999999998,4,4,5.95,1,الملقا V152,Al Malqa V152,20,1
1103,تونة خفيفة بزيت دوار الشمس -  90 غرام,Light Meat Tuna in Sunflower Oil - 90G,قودي,Goody,تونة,Tuna,5.75,6.25,0.5,5,5,5.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1106,سردين بصلصة الطماطم حار - 155 غرام,Sardines in regular tomato sauce - 155G,مكاتي,Makati,مأكولات بحرية,Seafood,3.75,4.5,0.75,4,4,3.75,3,عقيق (عادي),Aqiq (Regular),64,3
1107,سردين بزيت الصويا سهل الفتح - 125 غرام,Sardine In Soya Oil Easy Open Tins - 125G,جوسيان,Josiane,مأكولات بحرية,Seafood,4.75,4.75,0.0,1,1,4.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1108,تونا خفيف في زيت دوار الشمس - 170 غرام,Light Meat Tuna In Sunflower Oil - 170G,بليمز,Plyms,تونة,Tuna,6.5,8.25,1.75,6,6,6.5,3,عقيق (عادي),Aqiq (Regular),64,3
1112,مكعبات الدجاج -  24 × 20 غرام,Chicken Stocks Cubes -  24 x 20G,ماجي,Maggi,التوابل والبهارات والخل,Condiments and Vinegar,27.95,31.99,4.039999999999999,3,3,27.95,3,عقيق (عادي),Aqiq (Regular),64,3
1114,مكعبات مرقة الدجاج -  24 × 18 غرام,Chicken Stocks Cubes Less Salt -  24 x 18G,ماجي,Maggi,التوابل والبهارات والخل,Condiments and Vinegar,30.95,32.0,1.0500000000000007,5,5,30.95,1,الملقا V152,Al Malqa V152,20,1
1115,شوربة الدجاج مع أحرف المعكرونة -  66 غرام,Chicken With ABC Pasta Soup -  66G,ماجي,Maggi,الحساء,Soups,6.25,8.25,2.0,5,5,6.25,4,النفل,An Nafal - Riyadh,4,4
1116,سمن بنكهة الزبدة - 500 غرام,Butter Flavor Ghee - 500G,مازولا,Mazola,سمن,Ghee,16.25,16.25,0.0,1,1,16.25,1,الملقا V152,Al Malqa V152,20,1
1117,بودرة حليب جوز الهند - 150 غرام,Coconut Milk Powder - 150G,ماجي,Maggi,بديل الحليب,Milk Alternatives,14.75,21.99,7.239999999999998,5,5,14.75,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1118,شعيرية سريعة التحضير بنكهة الدجاج -  40 × 70 غرام,Chicken Flavour Instant Noodles -  40 Packs x 70G,اندومي,Indomie,الشعيرية,Noodles,40.0,50.95,10.950000000000003,5,5,40.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1119,شعيرية سريعة التحضير بنكهة الخضار -  5 × 75 غرام,Vegetable Flavour Instant Noodles -  5 x 75G,اندومي,Indomie,الشعيرية,Noodles,6.75,7.75,1.0,4,4,6.75,4,النفل,An Nafal - Riyadh,4,4
1120,خلطة البشاميل - 80 غرام,Bechamel Mix - 80G,ماجي,Maggi,الصلصات والشطة,Sauces,6.75,7.99,1.2400000000000002,5,5,6.75,4,النفل,An Nafal - Riyadh,4,4
1121,شعرية بنكهة دجاج الكاري - 75x40 غرام,chicken curry noodles - 40 x 75 G,اندومي,Indomie,الشعيرية,Noodles,47.95,56.25,8.299999999999997,4,4,47.95,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1122,شعيرية بنكهة الدجاج الخاصة - 75x40 غرام,special chicken noodles - 40 x 75 G,اندومي,Indomie,الشعيرية,Noodles,40.0,50.95,10.950000000000003,5,5,40.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1124,شعيرية بنكهة الفلفل الأخضر - 80x40 غرام,Fried green chilli noodles - 40x80G,اندومي,Indomie,الشعيرية,Noodles,50.0,58.95,8.950000000000003,4,4,50.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1129,شعرية سريعة التحضير بنكهة اللحم البقري - 60 غرام,Cup Noodles Beef - 60G,اندومي,Indomie,الشعيرية,Noodles,2.5,2.75,0.25,5,5,2.5,1,الملقا V152,Al Malqa V152,20,1
1135,مساعد الشطف عادي -  400 مل,Rinse Aid Regular -  400 Ml,فينش,Finish,منظفات غسالة الصحون,dishwasher detergent,30.0,52.95,22.950000000000003,5,5,30.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1139,فينيش 2 كغم ملح غسالة الصحون,Finish Dishwasher Salt - 2Kg,فينش,Finish,منظفات غسالة الصحون,Dishwasher Detergent,29.99,52.95,22.960000000000004,5,5,29.99,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1140,الوزير برش صابون معطر - 900 غرام,Al Wazir Perfumed Soap Powder -  900G,الوزير,Al Wazir,منظف بودرة,Powder,20.95,21.5,0.5500000000000007,2,2,20.95,3,عقيق (عادي),Aqiq (Regular),64,3
1144,تايد 2.5 كغم مسحوق الغسيل العادي بالعطر الأصلي للغسالات العادية,Tide Semi Automatic Concentrated Detergent Original Scent -  2.5Kg,تايد,Tide,منظف بودرة,Powder,30.75,42.95,12.200000000000003,4,4,30.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1149,تايد 2.5 كغم مسحوق الغسيل العادي بالعطر الأصلي للغسالات الأوتوماتيكية,Tide Automatic Concentrated Detergent Original Scent -  2.5Kg,تايد,Tide,منظف بودرة,Powder,37.5,42.95,5.450000000000003,4,4,37.5,4,النفل,An Nafal - Riyadh,4,4
1152,تايد 2.5 كغم مسحوق الغسيل للغسالات الأوتوماتيكية برائحة عبير داوني,Automatic Laundry Powder Detergent Essence Of Downy -  2.5Kg,تايد,Tide,منظف بودرة,Powder,39.25,39.25,0.0,1,1,39.25,1,الملقا V152,Al Malqa V152,20,1
1155,تايد 7 كغم مسحوق الغسيل العادي بالعطر الأصلي للغسالات الأوتوماتيكية,Tide Automatic Concentrated Detergent Original Scent -  7Kg,تايد,Tide,منظف بودرة,Powder,97.5,118.75,21.25,2,2,97.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1166,فينيش 1 كغم بودرة الغسيل بالليمون,Dishwasher Detergent Powder Lemon - 1K,فينش,Finish,منظفات غسالة الصحون,Dishwasher Detergent,66.95,78.0,11.049999999999997,3,3,66.95,3,عقيق (عادي),Aqiq (Regular),64,3
1174,صلصة البشاميل -  1 لتر,Bechamel Sauce -  1L,كي دي دي,KDD,قشطة,Cream,14.95,20.5,5.550000000000001,4,4,14.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1175,قرفة بالسكر - 425 غرام,Cinnamon Sugar - 425G,فرشلي,Freshly,التوابل والبهارات والخل,Condiments and Vinegar,20.5,20.5,0.0,1,1,20.5,4,النفل,An Nafal - Riyadh,4,4
1176,فلفل أسود مطحون - 100 غرام,Black Pepper Powder - 100G,مهران,Mehran,التوابل والبهارات والخل,Condiments and Vinegar,12.95,13.25,0.3000000000000007,3,3,12.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1177,خلطة سلطة الفواكه مع الحمص - 50 غرام,Chaat Masala - 50G,مهران,Mehran,التوابل والبهارات والخل,Condiments and Vinegar,5.75,6.0,0.25,3,3,5.75,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1179,خلطة شاورما الدجاج - 40 غرام,Chicken Shawerma - 40G,ماجي,Maggi,التوابل والبهارات والخل,Condiments and Vinegar,6.0,6.0,0.0,1,1,6.0,3,عقيق (عادي),Aqiq (Regular),64,3
1180,ملح باليود صوديوم أقل - 400 غرام,Iodized Low Sodium Salt - 400G,د. سولت,Dr. Salt,التوابل والبهارات والخل,Condiments and Vinegar,12.99,14.5,1.5099999999999998,2,2,12.99,3,عقيق (عادي),Aqiq (Regular),64,3
1181,ملح الطعام باليود - 700 غرام,Iodized Table Salt - 700G,ريماس,Remas,التوابل والبهارات والخل,Condiments and Vinegar,1.75,1.95,0.19999999999999996,3,3,1.75,4,النفل,An Nafal - Riyadh,4,4
1182,فلفل حلو بابريكا - 92 غرام,Sweet Paprika - 92G,فرشلي,Freshly,التوابل والبهارات والخل,Condiments and Vinegar,13.5,17.5,4.0,2,2,13.5,3,عقيق (عادي),Aqiq (Regular),64,3
1183,ملح مائدة معالج باليود - 700 غرام,Table salt - 700G,الخير,Al Khair,التوابل والبهارات والخل,Condiments and Vinegar,3.0,3.5,0.5,3,3,3.0,3,عقيق (عادي),Aqiq (Regular),64,3
1184,صلصة صويا معتدلة -  625 مل,Mild Sweet Soy Sauce -  625 Ml,اندوفود,Indofood,الصلصات والشطة,Sauces,18.95,24.5,5.550000000000001,6,6,18.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1185,صلصة البرجر -  290 مل,Burger Sauce -  290 Ml,قودي,Goody,الصلصات والشطة,Sauces,16.95,20.5,3.5500000000000007,3,3,16.95,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1186,شطة حارة - 176 مل,Hot Sauce - 176 Ml,قودي,Goody,الصلصات والشطة,Sauces,4.99,6.25,1.2599999999999998,3,3,4.99,3,عقيق (عادي),Aqiq (Regular),64,3
1187,كاتشب الطماطم -  350 غرام,Tomato Ketchup Squeeze Bottle -  350G,ليبيز,Libby's,الصلصات والشطة,Sauces,14.95,16.5,1.5500000000000007,5,5,14.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1188,كاتشب الطماطم قارورة بالعصارة -  342 غرام,Tomato Ketchup Squeeze Bottle - 342G,هاينز,Heinz,الصلصات والشطة,Sauces,13.95,15.99,2.040000000000001,5,5,13.95,4,النفل,An Nafal - Riyadh,4,4
1189,شرائح بطاطس بالكاتشب -  160 غرام,Tasali Ketchup Potato Chips -  160G,تسالي,Tasali,رقائق البطاطس والمكسرات,Chips & Nuts,5.99,6.75,0.7599999999999998,4,4,5.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1192,رقائق الذرة بالفلفل حار حلو - 12 × 23 غرام,Sweet Chilli Pepper -  12 x 23G,دوريتوس,Doritos,رقائق البطاطس والمكسرات,Chips & Nuts,10.0,18.0,8.0,4,4,10.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1193,فشار الميكروويف بالزبدة خفيف - 297 غرام,Lite Butter Flavor Microwave Popcorn - 297G,فرشلي,Freshly,رقائق البطاطس والمكسرات,Chips & Nuts,10.95,10.95,0.0,1,1,10.95,3,عقيق (عادي),Aqiq (Regular),64,3
1197,مكسرات مشكل اكسترا -  500 غرام,Extra Mixed Nuts -  500G,باجة,Baja,رقائق البطاطس والمكسرات,Chips & Nuts,40.95,42.99,2.039999999999999,4,4,40.95,3,عقيق (عادي),Aqiq (Regular),64,3
1198,مشكل ديلوكس مشوي -  450 غرام,Barbeque Mixed Deluxe - 450G,باجة,Baja,رقائق البطاطس والمكسرات,Chips & Nuts,52.75,55.5,2.75,4,4,52.75,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1199,فورنو رقائق بطاطس مخبوزة بالجبنة الاصلية -  170 غرام,Forno Authentic Cheese Baked Potato chips -  170G,ليز,Lays,رقائق البطاطس والمكسرات,Chips & Nuts,5.99,8.99,3.0,4,4,5.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1200,اعواد البطاطس بالفلفل الحار -  100 غرام,Pomsticks Hot & Spicy -  100G,لورينز,Lorenz,رقائق البطاطس والمكسرات,Chips & Nuts,7.5,11.99,4.49,4,4,7.5,4,النفل,An Nafal - Riyadh,4,4
1204,تشيبسليتين رقائق بطاطس بالبابريكا -  100 غرام,Chipsletten Paprika -  100G,لورينز,Lorenz,رقائق البطاطس والمكسرات,Chips & Nuts,8.95,12.99,4.040000000000001,4,4,8.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1205,قراقيش ذرة بطعم الكاتشب -  125 غرام,Crispy Corn Snacks Ketchup -  125G,بيوقلز,Bugles,رقائق البطاطس والمكسرات,Chips & Nuts,6.99,9.25,2.26,5,5,6.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1206,رقائق الذرة بجبنة الناتشو -  12 × 23 غرام,Nacho Cheese - 12 × 23G,دوريتوس,Doritos,رقائق البطاطس والمكسرات,Chips & Nuts,10.0,18.0,8.0,5,5,10.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1211,شوكولاتة سائلة -  650 غرام,Chocolate Syrup -  650G,هيرشيز,Hershey's,حلويات وإضافات,Mixes & Topping,22.5,26.99,4.489999999999998,5,5,22.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1213,طحين فاخر لجميع الاستعاملات -  1 كيلو,Patent Flour For All Purpose -  1Kg,البيكر,Al Baker,إحتياجات الخَبز,Baking Needs,4.95,6.0,1.0499999999999998,5,5,4.95,3,عقيق (عادي),Aqiq (Regular),64,3
1214,سكر ناعم -  2 كيلو,Fine Sugar -  2Kg,الأسرة,Alosra,إحتياجات الخَبز,Baking Needs,9.79,12.99,3.200000000000001,6,6,9.79,4,النفل,An Nafal - Riyadh,4,4
1215,خليط الكيك سوبر مويست صفراء -  500 غرام,SuperMoist Yellow Cake -  500G,بيتي كروكر,Betty Crocker,خليط الكيك والحلى,Cake Mix,10.0,16.95,6.949999999999999,5,5,10.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1218,ملح طعام باليود - 737 غرام,Iodized Table Salt -  737G,فرشلي,Freshly,إحتياجات الخَبز,Baking Needs,6.75,6.95,0.20000000000000018,2,2,6.75,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1219,سكر خام طبيعي -  907 غرام,Turbinado Cane Sugar -  907G,شوقر إن ذا راو,Sugar In The Raw,إحتياجات الخَبز,Baking Needs,35.95,35.95,0.0,1,1,35.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1221,ملح طعام معالج باليود -  700 غرام,Iodized Table Salt -  700G,ساسا,Sasa,إحتياجات الخَبز,Baking Needs,2.95,4.75,1.7999999999999998,5,5,2.95,3,عقيق (عادي),Aqiq (Regular),64,3
1222,سكر وحلا سكر أسمر -  1 كيلو,Brown Sugar -  1Kg,سيس,Sis,إحتياجات الخَبز,Baking Needs,15.5,19.99,4.489999999999998,5,5,15.5,3,عقيق (عادي),Aqiq (Regular),64,3
1223,حبيبات شوكولاتة بيضاء -  340 غرام,Premier White Chips -  340G,هيرشيز,Hershey's,إحتياجات الخَبز,Baking Needs,29.95,32.95,3.0000000000000036,3,3,29.95,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1224,حلوى بالكوب فادج البراوني بالشوكولاتة مع كريمة التزيين بالفادج -  300 غرام,Mug Treat Hot Fudge Brownie With Fudge Topping -  300G,بيتي كروكر,Betty Crocker,خليط الكيك والحلى,Cake Mix,17.95,18.25,0.3000000000000007,2,2,17.95,3,عقيق (عادي),Aqiq (Regular),64,3
1225,حلوى بالكوب كيك بالشوكولاتة الثلاثية مع كريمة التزيين بالشوكولاتة -  255 غرام,Mug Treat Triple Chocolate Cake With Chocolate Topping -  255G,بيتي كروكر,Betty Crocker,خليط الكيك والحلى,Cake Mix,17.95,17.95,0.0,1,1,17.95,3,عقيق (عادي),Aqiq (Regular),64,3
1226,ملح بحري عضوي -  700 غرام,Organic Sea Salt -  700G,مغنيسيا,Magnesia,إحتياجات الخَبز,Baking Needs,8.25,8.95,0.6999999999999993,5,5,8.25,6,لولو هايبر ماركت - الرياض,LuLu Hyper Market - Riyadh,1,6
1228,خل طبيعي أبيض -  3.74 لتر,Natural White Vinegar -  3.74L,قودي,Goody,التوابل والبهارات والخل,Condiments and Vinegar,20.5,26.99,6.489999999999998,4,4,20.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1229,كاتشب الطماطم -  760 غرام,Tomato Ketchup Squeeze Bottle -  760G,ليبيز,Libby's,الصلصات والشطة,Sauces,15.0,24.5,9.5,3,3,15.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1231,مايونيز بالثوم - 250 مل,Garlic mayonnaise - 250Ml,قودي,Goody,الصلصات والشطة,Sauces,13.99,17.75,3.76,5,5,13.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1238,نستله مياه بيور لايف -  600x24 مل,Pure Life Water -  24x600 Ml,نستله,Nestle,مياه معدنية,Water,17.5,22.99,5.489999999999998,4,4,17.5,4,النفل,An Nafal - Riyadh,4,4
1250,بخاخ خلاصة اللؤلؤ والجمال مضاد للتعرق -  200 مل,Pearl Extract & Beauty Antiperspirant Spray -  200 Ml,نيفيا,Nivea,النساء,Women,31.0,36.99,5.990000000000002,5,5,31.0,4,النفل,An Nafal - Riyadh,4,4
1252,بخاخ مضاد التعرق أنتعاش برائحة الخيار الشاي الأخضر - 150 مل,Go Fresh Cucumber & Green Tea Antiperspirant Spray - 150Ml,دوف,Dove,النساء,Women,30.75,40.95,10.200000000000003,3,3,30.75,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1253,ستيك فريش أند إيسينس وايلد فريسيا مزيل للعرق -  65 غرام,Stick Fresh & Essence Wild Fressia Deodorant -  65G,ليدي سبيد ستك,Lady Speed,النساء,Women,31.99,34.99,3.0000000000000036,3,3,31.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1262,شاي مثلج بنكهة الليمون -  320 مل,Lemon Ice Tea -  320 Ml,ليبتون,Lipton,مشروبات غازية,Soft Drinks,2.5,4.05,1.5499999999999998,3,3,2.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1263,شاي مثلج بنكهة الخوخ -  320 مل,Peach Ice Tea -  320 Ml,ليبتون,Lipton,مشروبات غازية,Soft Drinks,2.5,4.05,1.5499999999999998,3,3,2.5,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1268,خبز التوست أبيض - 1 حبة,White Sliced Bread - 1 count,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,5.0,5.0,0.0,6,6,5.0,1,الملقا V152,Al Malqa V152,20,1
1269,شرائح خبز النخالة -  600 غرام,Sliced Bran Bread -  600G,هرفي,Herfy,الخبز والكرواسون,Packaged Bread & Croissant,6.0,6.25,0.25,4,4,6.0,2,الرياض - العالية بلازا,Riyadh - Alia Plaza,9,2
1271,كرواسان بالزبدة -  85 غرام,Butter Croissant -  85G,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,3.0,3.0,0.0,5,5,3.0,1,الملقا V152,Al Malqa V152,20,1
1272,ساندويتش رول -  200 غرام,Sandwich Roll -  200G,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,2.0,2.0,0.0,5,5,2.0,1,الملقا V152,Al Malqa V152,20,1
1273,ساندويتش رول بُرّ -  200 غرام,Sandwich Roll Brown -  200G,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,2.5,2.5,0.0,4,4,2.5,1,الملقا V152,Al Malqa V152,20,1
1274,خبز البرجر سادة -  6 قطع,Burger Buns Plain -  6 pieces,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,3.99,4.0,0.009999999999999787,6,6,3.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
1275,خبز البرجر بالسمسم -  6 قطع,Burger Buns With Sesame Seeds -  6 Pieces,لوزين,Lusine,الخبز والكرواسون,Packaged Bread & Croissant,3.95,4.0,0.04999999999999982,6,6,3.95,4,النفل,An Nafal - Riyadh,4,4
1276,هيجز مناديل معطرة للأطفال بالصبار لبشرة صحية 2 + 1 - 56 × 3 حبات,Huggies Baby Wipes Aloe Vera 2+1 Free - 56 x 3 Count,هجيز,Huggies,مناديل مبللة,Wipes,23.99,46.99,23.000000000000004,5,5,23.99,5,أسواق العثيم - الرياض,Othaim Markets - Riyadh,1,5
